osm_id,lat,lon,name,amenity,railway,shop,leisure,code_postal,category,region
3088026750,49.0497235,1.9516327,Mairie de Sagy,townhall,,,,95450,admin_sante,Île-de-France
3105749276,48.8747235,2.4028142,Hôpital de Jour pour Enfants,hospital,,,,,admin_sante,Île-de-France
3180965636,49.0867332,1.8726823,Mairie d'Avernes,townhall,,,,,admin_sante,Île-de-France
3210551936,48.3106697,1.9978225,Mairie d'Angerville,townhall,,,,,admin_sante,Île-de-France
3231694316,48.8852964,2.3750552,Hôpital de jour Georges Vacola,hospital,,,,,admin_sante,Île-de-France
3234562077,49.0568949,2.0221587,Mairie de Puiseux-Pontoise,townhall,,,,,admin_sante,Île-de-France
3234742735,49.0776080,1.9268808,,townhall,,,,,admin_sante,Île-de-France
3234764249,49.1010530,1.9673467,,townhall,,,,,admin_sante,Île-de-France
3234910697,49.0866839,1.8964774,,townhall,,,,,admin_sante,Île-de-France
3243929081,48.2650503,2.9025397,Mairie déléguée de Saint-Ange-le-Vieil,townhall,,,,,admin_sante,Île-de-France
3244789792,49.1088869,1.8499254,Mairie de Guiry-en-Vexin,townhall,,,,,admin_sante,Île-de-France
3250237119,48.3357382,2.7433855,Mairie de Montigny-sur-Loing,townhall,,,,,admin_sante,Île-de-France
3298364363,49.0771530,2.0033449,Mairie de Courcelles-sur-Viosne,townhall,,,,,admin_sante,Île-de-France
3351967873,48.9460678,2.7767903,,townhall,,,,,admin_sante,Île-de-France
3351968053,48.9709559,2.7609948,,townhall,,,,,admin_sante,Île-de-France
3394552036,48.9983033,3.0062752,,townhall,,,,,admin_sante,Île-de-France
3397462423,49.1086288,2.3485033,Mairie de Saint-Martin-du-Tertre,townhall,,,,,admin_sante,Île-de-France
3406597326,49.1480668,2.1503044,Mairie de Frouville,townhall,,,,,admin_sante,Île-de-France
3484254695,48.5913945,2.0645661,Mairie d'Angervilliers,townhall,,,,,admin_sante,Île-de-France
3484285063,48.4690893,2.2821732,Mairie de Boissy-le-Cutté,townhall,,,,91590,admin_sante,Île-de-France
3484287742,48.6132399,2.3801793,Mairie de Bondoufle,townhall,,,,91070,admin_sante,Île-de-France
3484291363,48.5207733,2.2993273,Mairie de Bouray-sur-Juine,townhall,,,,91850,admin_sante,Île-de-France
3484318831,48.4315140,2.2752898,Mairie de Bouville,townhall,,,,91880,admin_sante,Île-de-France
3485960152,48.5934298,2.1924976,Mairie de Bruyères-Le-Châtel,townhall,,,,91680,admin_sante,Île-de-France
3486076913,48.4993087,1.9606905,Mairie de Cobreuse,townhall,,,,91410,admin_sante,Île-de-France
3486126382,48.5701164,2.4043934,Mairie d'Écharcon,townhall,,,,91540,admin_sante,Île-de-France
3486444541,48.3639727,2.0984581,Mairie de Guillerval,townhall,,,,91690,admin_sante,Île-de-France
3486476755,48.5167472,2.3450173,Mairie d'Itteville,townhall,,,,91760,admin_sante,Île-de-France
3486566570,48.5657467,2.4858317,Mairie du Coudray-Montceaux,townhall,,,,91830,admin_sante,Île-de-France
3486572687,48.5019951,2.0191705,Mairie des Granges-le-Roi,townhall,,,,91410,admin_sante,Île-de-France
3486583476,48.6814722,2.1701359,Mairie des Ulis,townhall,,,,91940,admin_sante,Île-de-France
3486586548,48.6161749,2.2639985,Mairie de Leuville-sur-Orge,townhall,,,,91310,admin_sante,Île-de-France
3486593628,48.5654206,2.0586775,Mairie du Val-Saint-Germain,townhall,,,,91530,admin_sante,Île-de-France
3486800778,48.4295780,1.9672873,,townhall,,,,91410,admin_sante,Île-de-France
3487702644,48.9672806,1.6812554,Mairie de Magnanville,townhall,,,,78200,admin_sante,Île-de-France
3498836564,48.6025572,2.1208112,Mairie de Vaugrigneuse,townhall,,,,91640,admin_sante,Île-de-France
3499035847,48.7255217,2.1254596,Mairie de Villiers-Le-Bâcle,townhall,,,,91190,admin_sante,Île-de-France
3499063003,48.4505937,1.9580812,Mairie de Authon-la-Plaine,townhall,,,,91410,admin_sante,Île-de-France
3499065098,48.4925200,2.2185005,Mairie de Auvers-Saint-Georges,townhall,,,,91580,admin_sante,Île-de-France
3499072811,48.4922944,2.3596963,Mairie de Baulne,townhall,,,,91590,admin_sante,Île-de-France
3499103060,48.3687374,2.2320943,Mairie de Bois-Herpin,townhall,,,,91150,admin_sante,Île-de-France
3499118827,48.4781318,2.0894338,Mairie de Boissy-le-Sec,townhall,,,,91870,admin_sante,Île-de-France
3499142871,48.4530691,2.0541760,Mairie de Boutervilliers,townhall,,,,91150,admin_sante,Île-de-France
3499148838,48.5592398,2.1558194,Mairie de Breux-Jouy,townhall,,,,91650,admin_sante,Île-de-France
3499181178,48.3605244,2.3883493,Mairie de Buno-Bonnevaux,townhall,,,,91720,admin_sante,Île-de-France
3499182388,48.3855610,2.0172431,Mairie de Chalou-Moulineux,townhall,,,,91740,admin_sante,Île-de-France
3499184592,48.4578546,2.3220168,Mairie de D'Huison-Longueville,townhall,,,,91596,admin_sante,Île-de-France
3499188917,48.4684304,1.9312256,Mairie de Chatignonville,townhall,,,,91410,admin_sante,Île-de-France
3499191774,48.5038970,2.1686460,Mairie de Chauffour-lès-Étréchy,townhall,,,,91580,admin_sante,Île-de-France
3499196415,48.3777448,1.9946324,Mairie de Congerville-Thionville,townhall,,,,91740,admin_sante,Île-de-France
3499198261,48.4403790,2.4745160,Mairie de Courances,townhall,,,,91490,admin_sante,Île-de-France
3499203493,48.5798735,2.2217167,Mairie d'Égly,townhall,,,,91520,admin_sante,Île-de-France
3500522464,48.6947888,2.5147501,Mairie d'Épinay-sous-Sénart,townhall,,,,,admin_sante,Île-de-France
3500530061,48.4346751,2.1612082,Mairie d'Étampes,townhall,,,,91150,admin_sante,Île-de-France
3500535497,48.3716824,2.3799612,Mairie de Gironville-sur-Essonne,townhall,,,,91720,admin_sante,Île-de-France
3500536369,48.6562351,2.3849930,Mairie de Grigny,townhall,,,,91350,admin_sante,Île-de-France
3500544138,48.4794749,2.0442009,Mairie de La Forêt-le-Roi,townhall,,,,91410,admin_sante,Île-de-France
3500552273,48.6121646,2.3254578,Mairie du Plessis-Pâté,townhall,,,,91220,admin_sante,Île-de-France
3500561835,48.5656159,2.3261235,Mairie de Leudeville,townhall,,,,91630,admin_sante,Île-de-France
3500569129,48.4469173,2.1810416,Mairie de Morigny-Champigny,townhall,,,,91150,admin_sante,Île-de-France
3500605659,48.4043511,2.1499054,Mairie de Ormoy-la-Rivière,townhall,,,,91150,admin_sante,Île-de-France
3500617724,48.4486710,2.2919003,Mairie d'Orveau,townhall,,,,91590,admin_sante,Île-de-France
3500629819,48.4706917,2.0014041,Mairie de Richarville,townhall,,,,91410,admin_sante,Île-de-France
3500639709,48.6695749,2.1676264,Mairie de Saint-Jean-de-Beauregard,townhall,,,,91400,admin_sante,Île-de-France
3500641073,48.5701227,2.0341602,Mairie de Saint-Cyr-sous-Dourdan,townhall,,,,91410,admin_sante,Île-de-France
3500648417,48.5411137,2.1779820,Mairie de Saint-Sulpice-de-Favières,townhall,,,,91910,admin_sante,Île-de-France
3500650800,48.5812550,2.1239704,Mairie de Saint-Maurice-Montcouronne,townhall,,,,91530,admin_sante,Île-de-France
