code_commune;annee;prix_m2;surface_reelle_bati;nb_ventes
1369;2020;2331.3167557677803;110.8181818181818;42
1370;2020;2463.03194101321;77.5813953488372;68
1371;2020;3970.914187460447;86.6875;57
1372;2020;8891.870540265036;79.0;26
1373;2020;2158.463301059979;82.22222222222223;14
1374;2020;2117.5087802489047;123.55;79
1375;2020;1638.6968942713108;122.8;25
1376;2020;22311.64962155699;67.78048780487805;99
1378;2020;3360.9950769559427;99.52941176470588;62
1379;2020;2326.2426363559875;89.5;22
1380;2020;1673.0746744916155;122.125;65
1381;2020;2376.391427251687;94.0;36
1382;2020;2628.738888888889;123.33333333333331;12
1383;2020;2242.431636477218;119.75;19
1384;2020;1543.068946219245;66.91666666666667;55
1385;2020;1595.082952244007;511.1666666666667;26
1386;2020;1627.8116569192327;88.42857142857143;33
1387;2020;1532.6851851851852;110.0;6
1388;2020;1220.8989967280424;91.05263157894736;37
1389;2020;3233.7777961410507;106.5625;72
1390;2020;2963.13451497636;98.66666666666669;18
1391;2020;;;13
1392;2020;1030.491899008574;61.85714285714285;31
1393;2020;2956.0045399762494;125.42857142857144;47
1396;2020;1642.8208242433338;106.23529411764706;41
1397;2020;10189.767002308134;124.42857142857144;77
1398;2020;2644.9911221499437;126.33333333333331;31
1399;2020;4986.736452439551;100.61111111111111;83
1400;2020;491.8032786885246;61.0;3
1401;2020;6104.448415912445;119.58333333333331;102
1402;2020;1363.257553599759;144.75;22
1403;2020;1266.1096126406758;176.36363636363637;62
1404;2020;3725.899777543613;37.0;17
1405;2020;1479.4293494907677;100.14285714285714;20
1406;2020;937.5;112.0;4
1407;2020;2220.632309280936;74.78947368421052;33
1408;2020;1702.127659574468;94.0;19
1410;2020;1134.9360198624904;113.25;19
1411;2020;898.7341772151899;79.0;9
1412;2020;1963.6770760601405;110.5;24
1415;2020;1838.0357885975864;104.33333333333331;4
1416;2020;1522.800447008981;103.50909090909092;165
1418;2020;3957.619796339822;100.75;56
1419;2020;7694.797448163539;103.26153846153846;168
1420;2020;1457.2211524506547;90.85714285714286;29
1421;2020;1704.58656444465;112.41666666666669;29
1422;2020;1943.1427713576816;120.875;92
1423;2020;3142.050725440557;116.71428571428572;21
1424;2020;3286.833662436625;101.58333333333331;25
1425;2020;1771.393317410559;146.2;7
1426;2020;1767.1798281711438;104.71428571428572;88
1427;2020;2483.7404649466384;329.38271604938274;152
1429;2020;1720.1781069929525;121.75;39
1430;2020;2192.5049388202438;120.0909090909091;28
1431;2020;1686.117644027308;95.0;23
1432;2020;1967.346256684492;89.0;36
1433;2020;576.9230769230769;117.0;6
1434;2020;1807.7592019864196;163.8;9
1435;2020;4190.844812858264;119.11111111111111;34
1436;2020;3725.6346563297566;110.6;25
1437;2020;1813.1868131868127;91.0;3
1441;2020;1135.8522727272727;106.4;22
1443;2020;2767.150504296346;105.84375;139
1444;2020;1535.9015163715644;90.63636363636364;198
1445;2020;1918.6782281238145;76.44444444444444;27
1446;2020;3208.682951114204;94.6;63
1447;2020;1092.172268299902;135.66666666666666;73
1448;2020;2074.79531258922;244.75;12
1449;2020;2787.1772370551807;92.4375;44
1450;2020;2827.644387627633;109.68;122
1451;2020;2500.960999163878;106.94029850746269;156
1452;2020;987.1042633371708;170.21052631578948;64
1453;2020;1225.3760612772242;76.0;106
1454;2020;3760.8563232046367;201.8235294117647;55
1456;2020;;;26
1457;2020;3345.632148725708;203.5862068965517;106
2001;2020;932.3221728887278;116.5;6
2002;2020;1046.6661496535478;96.28571428571428;10
2003;2020;1533.207379789547;116.44444444444444;24
2004;2020;;;2
2005;2020;1988.072902282979;89.66666666666667;9
2006;2020;1077.304964539007;162.5;6
2007;2020;822.7848101265823;158.0;4
2008;2020;881.868131868132;117.0;12
2009;2020;1726.190476190476;86.5;3
2010;2020;1094.6745562130177;169.0;54
2011;2020;1386.6622740706073;131.88888888888889;37
2013;2020;1111.854838709677;118.33333333333331;10
2014;2020;585.3311661926047;88.0;8
2015;2020;1295.5118961788032;138.66666666666666;6
2016;2020;803.5714285714286;56.0;3
2017;2020;980.3921568627452;204.0;11
2018;2020;1371.465407657033;124.04347826086956;51
2019;2020;1151.2185265641488;121.2;15
2020;2020;590.968045112782;146.5;5
2021;2020;347.5935828877005;187.0;4
2022;2020;2183.1434083158224;100.42857142857144;84
2023;2020;1070.8661417322835;127.0;12
2025;2020;1735.7859531772576;91.66666666666669;5
2027;2020;637.1989047191204;117.0;9
2028;2020;1432.35528065007;101.6086956521739;59
2029;2020;1650.3884572697004;57.333333333333336;12
2030;2020;1382.978723404255;94.0;2
2031;2020;501.3861776095758;97.5;11
2032;2020;1153.9254559873116;81.0;7
2034;2020;1537.037037037037;108.0;8
2035;2020;432.0987654320988;324.0;3
2036;2020;1554.1379310344828;116.0;10
2037;2020;1278.920088003926;133.45454545454547;19
2038;2020;1363.6363636363635;99.0;13
2039;2020;921.0526315789474;76.0;1
2040;2020;546.3768115942029;72.0;4
2041;2020;1753.910073697312;74.28571428571429;8
2042;2020;2162.1120189034405;115.0;16
2043;2020;1384.6153846153843;130.0;5
2044;2020;565.9722222222222;144.0;1
2046;2020;1454.8763197586727;76.0;6
2047;2020;3465.473400968174;70.25;4
2048;2020;1204.5454545454545;94.5;6
2049;2020;2111.6424206551865;186.0;26
2050;2020;1036.3984674329502;103.66666666666669;10
2051;2020;1490.7077953132473;104.0;31
2052;2020;;;1
2053;2020;1033.1667618916056;116.11111111111111;44
2054;2020;1448.5344137655063;140.85714285714286;15
2055;2020;1147.3684210526317;95.0;7
2056;2020;1227.2727272727273;88.0;4
2057;2020;797.1227371031391;107.41666666666669;26
2058;2020;1484.540199141218;100.71428571428572;30
2059;2020;748.935367304166;142.66666666666666;32
2060;2020;1044.9526825721218;129.33333333333334;24
2061;2020;855.8197890389671;131.25;22
2062;2020;1020.8;250.0;13
2063;2020;1629.2307692307693;65.0;6
2064;2020;1328.5537483060957;79.67647058823529;68
2065;2020;366.6666666666667;116.66666666666669;17
2066;2020;659.3406593406594;91.0;3
2067;2020;1688.3116883116884;154.0;7
2069;2020;900.0;100.0;11
2070;2020;791.6409868146144;120.2;8
2071;2020;1487.5465092471488;94.125;24
2072;2020;1250.0;100.0;1
2073;2020;1397.8846089249096;118.42857142857144;18
2074;2020;1112.6133057342006;105.7;33
2075;2020;1865.4633620689656;83.75;7
2077;2020;1142.857142857143;70.0;2
2078;2020;1772.1518987341772;79.0;2
2079;2020;1297.739541160594;125.5;13
2080;2020;1251.1145812116686;139.33333333333334;8
2081;2020;2421.875;64.0;1
2082;2020;;;2
2083;2020;1415.0714714943963;105.9090909090909;27
2084;2020;1774.6134782238707;46.85714285714285;23
2085;2020;1503.8270676376117;110.66666666666669;23
2086;2020;1230.348744121597;135.91666666666666;25
2087;2020;;;5
2088;2020;;;25
2089;2020;1246.816621789612;895.55;178
2090;2020;1440.2699654900682;104.14285714285714;23
2091;2020;2148.885727833096;103.0;2
2093;2020;1206.5864481571473;107.94117647058825;26
2094;2020;1115.873015873016;133.0;6
2095;2020;750.0199257623444;140.88095238095238;65
2096;2020;934.7636085826896;87.33333333333333;6
2097;2020;1119.402985074627;67.0;6
2098;2020;2298.1006227466405;76.0;28
2099;2020;916.6666666666666;216.0;6
2101;2020;778.1159746262721;108.16666666666669;11
2102;2020;2523.076923076923;65.0;1
2103;2020;828.1150508804227;99.55555555555556;44
2104;2020;;;6
2105;2020;1323.099754807072;84.33333333333333;49
2106;2020;2316.558644330108;727.3684210526316;95
2108;2020;;;10
2109;2020;670.1582359153648;91.66666666666669;4
2110;2020;3389.7490893477207;125.41176470588236;83
2111;2020;979.020979020979;143.0;14
2112;2020;312.33196960841616;116.66666666666669;5
2114;2020;3093.1568288964563;71.5;46
2115;2020;1558.5795454545455;94.0;9
2116;2020;761.5841418534627;110.0;5
2117;2020;;;5
2119;2020;1430.4347826086955;115.0;2
2120;2020;1679.0606653620353;71.5;6
2121;2020;1197.5190839694658;127.33333333333331;6
2122;2020;;;6
2123;2020;575.7024459268242;123.0;4
2124;2020;1097.8057216957357;105.75;17
2125;2020;1305.0397877984085;123.0;12
2126;2020;315.47452080411404;112.75;16
2127;2020;1680.9670781893003;87.33333333333333;6
2128;2020;1398.6313884557237;92.3846153846154;85
2129;2020;1111.111111111111;72.0;2
2130;2020;318.1818181818182;110.0;5
2131;2020;1672.8140119067657;104.13333333333334;34
2132;2020;1116.071428571429;112.0;7
2133;2020;811.4087909820054;78.14285714285714;13
2134;2020;1012.8153277738586;87.0;10
2135;2020;1054.701405485455;91.77777777777776;17
2136;2020;1032.978723404255;58.5;11
2137;2020;3840.245775729647;62.5;14
2139;2020;1038.2200278438256;147.25;20
2140;2020;1179.3491689390526;98.625;19
2141;2020;884.7735859743206;91.66666666666669;37
2142;2020;814.0558209705808;92.0;14
2143;2020;255.55555555555557;180.0;1
2144;2020;1646.12213740458;131.0;4
2145;2020;956.5795367596794;123.25;10
2148;2020;1504.6513914095583;118.66666666666669;4
2149;2020;;;1
2150;2020;1071.7709437963945;90.0;21
2153;2020;1088.2589772142198;120.6;19
2154;2020;1714.2857142857142;112.0;39
2155;2020;1297.6353022244575;113.375;10
2156;2020;865.7623419626731;119.5;12
2157;2020;4206.574044208832;163.1818181818182;15
2158;2020;2206.716989918289;66.0909090909091;13
2159;2020;1873.2394366197184;71.0;1
2160;2020;601.7820921472038;65.33333333333333;11
2162;2020;882.3529411764706;85.0;5
2163;2020;1867.31023233605;82.0;48
2164;2020;3298.5201278096565;66.85714285714286;12
2165;2020;1006.3477267002196;102.66666666666669;37
2166;2020;1334.8670092091145;93.83333333333331;16
2167;2020;1319.8410770320884;100.6;31
2168;2020;9196.371471494294;81.30051813471502;278
2169;2020;;;1
2170;2020;1235.2941176470588;85.0;2
2172;2020;1647.6636173182471;90.66666666666669;7
2173;2020;2396.7805385695183;98.63333333333334;245
2174;2020;2020.7680911135344;108.08333333333331;23
2175;2020;1312.857142857143;154.66666666666666;20
2176;2020;1062.5;44.66666666666666;16
2177;2020;1157.0803601766904;93.0;56
2178;2020;;;19
2179;2020;1875.0;80.0;10
2180;2020;1510.8816445440136;72.42857142857143;12
2181;2020;1540.0;50.0;2
2182;2020;421.6317249425575;79.0;16
2184;2020;742.0212765957447;94.0;8
2185;2020;981.25;129.5;12
2186;2020;1475.38900782829;84.625;40
2187;2020;1916.542861929281;95.07142857142856;26
2188;2020;477.9411764705882;136.0;6
2189;2020;1250.0;80.0;16
2190;2020;1454.0207937880712;110.85714285714286;9
2191;2020;1373.3050847457628;88.5;8
2192;2020;1354.2037327751614;72.2;14
2194;2020;342.7536231884058;49.0;41
2195;2020;1668.447587804745;213.9;46
2196;2020;510.745997821185;232.5;10
2197;2020;2665.7558367079487;89.55555555555556;11
2198;2020;;;1
2199;2020;4532.716169680244;86.66666666666667;13
2200;2020;473.510508346807;122.0;7
2201;2020;7893.526910085829;34.0;35
2203;2020;1498.8682906366862;86.5;59
2204;2020;1033.6363636363635;66.0;3
2206;2020;222.22222222222223;135.0;6
2207;2020;1373.2057416267944;63.0;6
2208;2020;1781.2663015127805;89.75;14
2209;2020;1546.2066467105803;87.91666666666667;25
2210;2020;1764.1546526867628;120.6;8
2211;2020;2506.0666666666666;84.0;15
2212;2020;1252.9476213750406;79.0;12
2213;2020;1664.8347110513075;70.0;11
2215;2020;701.9906829493153;92.04761904761904;51
2216;2020;1609.5953025667402;776.8333333333334;17
2217;2020;740.1986129292703;145.92307692307693;27
2218;2020;3823.35898556082;83.6;26
2219;2020;950.0;82.5;7
2220;2020;1079.5088430457693;116.66666666666669;28
2221;2020;4274.274255156608;100.14285714285714;12
2223;2020;1382.970680435183;94.4;7
2224;2020;1323.529411764706;136.0;2
2225;2020;;;6
2226;2020;1520.0504352522717;93.92307692307692;19
2227;2020;953.768607499529;188.33333333333331;22
2228;2020;1127.2727272727273;55.0;7
2230;2020;833.3333333333334;114.0;4
2231;2020;1725.3827558420628;59.333333333333336;5
2232;2020;2078.0392156862745;80.0;8
2233;2020;750.0;100.0;7
2234;2020;1310.6760776964136;111.0;6
2235;2020;1742.9374586913416;78.5;19
2236;2020;1301.9636760019464;77.0;31
2237;2020;607.9654900858915;143.6153846153846;34
2238;2020;1114.289926490267;95.76923076923076;61
2239;2020;1992.8933350228176;79.83333333333333;21
2240;2020;;;1
2241;2020;1188.5245901639344;122.0;2
2242;2020;1869.251782464618;77.26666666666667;34
2243;2020;1886.97839294514;94.96428571428572;64
2245;2020;1417.8195946690644;85.35714285714286;30
2246;2020;1181.4784780998664;96.28571428571428;22
2249;2020;1037.7358490566037;106.0;1
2250;2020;;;4
2251;2020;;;3
2252;2020;;;4
2253;2020;1152.001096491228;118.5;16
2254;2020;508.9820359281437;167.0;5
2255;2020;1796.477495107632;54.0;7
2256;2020;599.6715927750411;125.0;12
2257;2020;981.3664596273292;161.0;3
2258;2020;1553.147486772487;171.25;5
2259;2020;3001.303104575163;94.75;13
2260;2020;958.1360592072966;147.57142857142858;14
2261;2020;949.58603859024;97.25;13
2262;2020;2857.1428571428573;77.0;5
2263;2020;1352.5313787486823;127.33333333333331;29
2264;2020;1168.613834422658;71.25;6
2265;2020;789.4736842105264;76.0;4
2267;2020;1316.6666666666667;79.2;7
2268;2020;1704.8702642376606;107.4;11
2269;2020;2072.289156626506;83.0;12
2270;2020;560.3448275862069;116.0;2
2271;2020;1380.8333333333337;107.5;26
2272;2020;1073.8255033557048;149.0;3
2273;2020;1362.0981554677207;102.0;4
2274;2020;317.46031746031747;126.0;3
2275;2020;327.27272727272725;55.0;4
2276;2020;879.6296296296297;108.0;2
2277;2020;1376.3254187672792;113.4;38
2279;2020;1527.2302818251087;108.0;15
2280;2020;2092.6334151585247;101.5;26
2281;2020;1366.7727878254193;140.33333333333334;17
2282;2020;1036.1063617047869;76.6;10
2283;2020;1044.2773600668338;78.5;9
2284;2020;602.527085739427;96.33333333333331;12
2286;2020;852.6261756413458;93.5;15
2287;2020;1424.1467882427903;93.875;19
2288;2020;1323.125;64.0;4
2289;2020;1295.0344611528822;126.0;6
2290;2020;1368.126446424077;118.375;82
2291;2020;917.928546759277;102.2;11
2292;2020;2545.534861740448;100.7;13
2293;2020;964.9122807017544;57.0;2
2294;2020;;;4
2295;2020;1046.9313760629432;130.875;23
2296;2020;1400.5442363192362;123.75;8
2297;2020;3541.6666666666665;48.0;2
