annee;code_postal;prix_m2;dep_code;dep_nom;reg_code;reg_nom;population;superficie_km2;zone_emploi;taux_global_tfb;taux_global_tfnb;taux_plein_teom;taux_global_th;nb_ventes;variation;y
2022;2620.0;781.9457890382837;02;Aisne;32.0;Hauts-de-France;1157.0;18.0;3217.0;64.73;76.43;;36.77;62;;stable
2022;2630.0;1147.0119627780798;02;Aisne;32.0;Hauts-de-France;1762.0;24.0;3220.0;64.73;76.43;;36.77;65;;stable
2022;2640.0;1528.7791448502053;02;Aisne;32.0;Hauts-de-France;922.0;12.0;3220.0;64.73;76.43;;36.77;46;;stable
2022;2650.0;1955.0682806583402;02;Aisne;32.0;Hauts-de-France;2284.0;20.0;3209.0;64.73;76.43;;36.77;138;;stable
2022;2670.0;1368.3234840005166;02;Aisne;32.0;Hauts-de-France;1676.0;18.0;3221.0;64.73;76.43;;36.77;110;;stable
2022;2680.0;1590.3552329398613;02;Aisne;32.0;Hauts-de-France;2289.0;26.0;3220.0;64.73;76.43;;36.77;114;;stable
2022;2690.0;1270.0331213030072;02;Aisne;32.0;Hauts-de-France;1732.0;27.0;3220.0;64.73;76.43;;36.77;67;;stable
2022;2700.0;1695.1096682144257;02;Aisne;32.0;Hauts-de-France;18023.0;88.0;3220.0;64.73;76.43;;36.77;1017;;stable
2022;2720.0;2867.1248245392185;02;Aisne;32.0;Hauts-de-France;2086.0;29.0;3220.0;64.73;76.43;;36.77;124;;stable
2022;2760.0;1648.3323511815424;02;Aisne;32.0;Hauts-de-France;1897.0;11.0;3220.0;64.73;76.43;;36.77;68;;stable
2022;2790.0;1550.8888843166044;02;Aisne;32.0;Hauts-de-France;742.0;10.0;3220.0;64.73;76.43;;36.77;15;;stable
2022;2800.0;1313.5685971312262;02;Aisne;32.0;Hauts-de-France;12402.0;115.0;3220.0;64.73;76.43;;36.77;694;;stable
2022;2810.0;2092.332666287982;02;Aisne;32.0;Hauts-de-France;2912.0;100.0;3209.0;64.73;76.43;;36.77;499;;stable
2022;2820.0;1315.074248072543;02;Aisne;32.0;Hauts-de-France;4373.0;95.0;3214.0;64.73;76.43;;36.77;565;;stable
